next,country,year,month,max,min,std,count,sales,med,prev
4.23056080166201,Australia,2017,1,477.34,164.916,2486.1346772137,9,10345.71,281.7,1029.11
4.28901985024699,Australia,2017,2,645.3,67.95,5757.56783966884,6,17004.38,261.65,10345.71
2.62376600013393,Australia,2017,3,11503.964,213.44,8866.70451151197,3,19454.49,223.55,17004.38
4.19982398992973,Australia,2017,4,325.6,94.9,192.25,2,420.50,210.25,19454.49
4.45102444768391,Australia,2017,5,6192.688,457.58,5698.24120745768,4,15842.51,783.16,420.50
3.7422803997364,Australia,2017,6,6285.614,359.696,9870.67191441069,5,28250.39,650.88,15842.51
4.41262415406592,Australia,2017,7,828.868,125.626,1050.60577290884,7,5524.34,481.6,28250.39
3.73766962735664,Australia,2017,8,20301.476,5558.264,12286.01,2,25859.74,12929.87,5524.34
4.27644411033392,Australia,2017,9,686.024,101.76,962.934546685287,8,5466.00,356.46,25859.74
3.95115968397895,Australia,2017,10,4146.082,287.98,6585.45506500378,5,18899.23,588.96,5466.00
2.34399906905716,Austria,2017,3,1221.128,413.312,673.18,2,1634.44,817.22,484.74
3.06475365807585,Austria,2017,4,220.8,220.8,0,1,220.80,220.8,1634.44
3.04848453167473,Austria,2017,5,842.322,318.468,436.545,2,1160.79,580.395,220.80
3.16048653880991,Austria,2017,7,647.228,470.882,146.955,2,1118.11,559.055,1160.79
2.97850919592528,Austria,2017,8,877.376,569.684,256.41,2,1447.06,723.53,1118.11
3.08057598462721,Austria,2017,10,951.72,951.72,0,1,951.72,951.72,1447.06
3.33748322170455,Cyprus,2017,1,546.92,546.92,0,1,546.92,546.92,1731.86
2.9923723399261,Cyprus,2017,2,869.974000000001,86.856,698.607085957479,4,2175.12,216.955,546.92
3.00136587748859,Cyprus,2017,3,982.59,982.59,0,1,982.59,982.59,2175.12
3.03626150570552,Cyprus,2017,4,455.09,186.2,207.147678132186,3,1003.15,197,982.59
3.00902148844726,Cyprus,2017,6,1087.08,1087.08,0,1,1087.08,1087.08,1003.15
3.62510039762863,Cyprus,2017,9,530.124,121.74,295.933982164942,3,1020.99,196.35,1087.08
2.65895531855821,Cyprus,2017,10,1548.536,377.418,1039.09836229541,4,4217.94,596.945,1020.99
3.64514116431701,Denmark,2017,2,377.14,377.14,0,1,377.14,377.14,1200.42
2.57829530512083,Denmark,2017,3,4417.14,4417.14,0,1,4417.14,4417.14,377.14
2.95280212620218,Denmark,2017,4,378.7,378.7,0,1,378.70,378.7,4417.14
3.51817558482904,Denmark,2017,5,488.824,408.196,67.1900000000001,2,897.02,448.51,378.70
2.59747578987038,Denmark,2017,6,1467.902,740.516,496.218001442466,3,3297.43,1149.8,897.02
2.32868533698315,Denmark,2017,7,395.8,395.8,0,1,395.80,395.8,3297.43
3.69807791646365,Denmark,2017,8,213.15,213.15,0,1,213.15,213.15,395.80
3.21076783428743,Denmark,2017,9,2740.328,331.34,1870.39481966301,3,4989.74,389.12,213.15
3.42697783655092,Denmark,2017,10,787.712,272.636,359.593722229222,3,1624.68,427.7,4989.74
4.02514440881688,EIRE,2017,1,2565.124,323.258,6391.48426081907,7,24407.03,688.32,8707.77
4.2873761815526,EIRE,2017,2,1820.7,251.152,1164.52837037146,9,10596.06,760.45,24407.03
3.88836429661775,EIRE,2017,3,1060.574,309.808,924.601830759044,22,19381.00,570.245,10596.06
4.21554001464489,EIRE,2017,4,894.05,286.14,623.315939986555,11,7733.29,436.4,19381.00
4.33308174907171,EIRE,2017,5,1193.958,386.484,913.942004091225,18,16426.31,676.495,7733.29
4.6372431924277,EIRE,2017,6,1090.032,252.102,1029.76479769376,24,21531.87,619.87,16426.31
4.27118572166247,EIRE,2017,7,1153.642,333.512,3626.12889932843,22,43375.37,701.415,21531.87
4.64383360278708,EIRE,2017,8,1491.028,438.672,1141.29749991222,17,18671.78,797.62,43375.37
4.41772688040273,EIRE,2017,9,1278.39,331.76,1784.45067898513,36,44038.61,718.155,18671.78
4.49645332275078,EIRE,2017,10,955.94,355.24,705.388145110945,31,26165.37,723.73,44038.61
2.25825405350715,Finland,2017,1,619.248,352.092,222.63,2,971.34,485.67,859.20
3.68693463250509,Finland,2017,2,181.24,181.24,0,1,181.24,181.24,971.34
3.18218631673954,Finland,2017,3,1983.896,264.168,933.741918913358,5,4863.34,338.4,181.24
2.48546588397235,Finland,2017,4,466.52,270.92,160.573877078434,4,1521.20,322.4,4863.34
3.44408384942126,Finland,2017,6,305.82,305.82,0,1,305.82,305.82,1521.20
3.07116003704221,Finland,2017,7,1185.258,610.632,440.856524582167,3,2780.25,638.7,305.82
2.99677864616147,Finland,2017,8,445.688,333.218,79.8556627088318,3,1178.04,360.41,2780.25
3.39962181067174,Finland,2017,9,291.84,204.986,45.0814404023429,4,992.61,249.455,1178.04
3.44989783458717,Finland,2017,10,562.37,316.8,156.343538259679,6,2509.70,442.48,992.61
3.93305074936035,France,2017,1,867.074,212.156,631.227415191183,29,18265.44,416.54,9776.57
4.17296527580786,France,2017,2,646.22,145.94,331.171754804128,21,8571.38,287,18265.44
3.61804391072101,France,2017,3,750.332,175.61,718.895977157864,25,14892.42,413.94,8571.38
4.25230581499993,France,2017,4,557.618,80.27,237.095282917296,14,4149.96,181.155,14892.42
4.2175157913082,France,2017,5,598.776,221.064,354.06140217509,39,17877.46,391.34,4149.96
3.99587684075127,France,2017,6,649.192,286.34,434.70742909443,30,16501.21,453.57,17877.46
4.14258842002948,France,2017,7,624.3,162.576,395.873298457488,22,9905.51,303.415,16501.21
4.36800464129013,France,2017,8,702.248,171.444,401.245104097539,28,13886.36,404.7,9905.51
4.40911953821804,France,2017,9,654.11,222.18,441.620340525353,45,23334.83,398.24,13886.36
4.49853288322005,France,2017,10,470.814,133.872,1647.92693401505,35,25651.90,271.26,23334.83
3.97536424633488,Germany,2017,1,830.85,214,479.154638993608,31,17370.16,372.9,15893.24
4.16261667403404,Germany,2017,2,749.386,164.04,480.470071217484,19,9448.53,330.46,17370.16
4.07192469856362,Germany,2017,3,786.638,232.856,318.673125528773,32,14541.75,299.95,9448.53
4.4216814020426,Germany,2017,4,728.482,183.864,497.737518959883,23,11801.16,313.58,14541.75
4.12164781027525,Germany,2017,5,706.342,134.32,1563.5449539608,42,26404.71,316.825,11801.16
4.2105515260053,Germany,2017,6,777.706,181.806,446.962953616466,24,13232.68,492.065,26404.71
4.28523247930247,Germany,2017,7,769.378,197.448,339.639219250481,33,16238.71,445.38,13232.68
4.26841742172838,Germany,2017,8,548.572,140.156,676.145515065309,39,19285.57,365.4,16238.71
4.49907479074644,Germany,2017,9,759.28,209.4,285.244539085828,41,18553.14,370.66,19285.57
4.43596756842282,Germany,2017,10,854.83,138.044,515.423478366793,58,31555.48,370.855,18553.14
3.69595511454057,Israel,2017,7,1546.31,1546.31,0,1,1546.31,1546.31,847.50
2.08749747240426,Israel,2017,8,4965.41,4965.41,0,1,4965.41,4965.41,1546.31
2.40517554621799,Italy,2017,1,1035.984,331.092,526.395955046093,3,2142.65,407.43,628.92
3.2255160393979,Italy,2017,2,254.2,254.2,0,1,254.20,254.2,2142.65
2.8134542174539,Italy,2017,3,629.428,184.74,339.755529461994,4,1680.80,354.62,254.20
2.76786055859395,Italy,2017,4,369.364,281.446,73.2650000000002,2,650.81,325.405,1680.80
2.28521964320206,Italy,2017,5,585.95,585.95,0,1,585.95,585.95,650.81
2.1034616220947,Italy,2017,6,124.328,68.522,46.505,2,192.85,96.425,585.95
3.27524453486603,Italy,2017,7,126.9,126.9,0,1,126.90,126.9,192.85
2.43990085298348,Italy,2017,8,783.646,174.072,340.099333825796,4,1884.71,509.585,126.90
3.5273205008474,Italy,2017,9,275.36,275.36,0,1,275.36,275.36,1884.71
3.60950049756264,Italy,2017,10,653.034,299.304,338.822788989725,7,3367.60,338.6,275.36
1.69504365882129,Japan,2017,2,5117.69,1305.86,3176.525,2,6423.55,3211.775,8366.31
3.8368024624217,Japan,2017,3,17.06,15.89,0.848855438549805,3,49.55,16.1,6423.55
3.22980722450917,Japan,2017,4,3680.224,3187.336,410.740000000002,2,6867.56,3433.78,49.55
3.3621204118024,Japan,2017,5,1697.49,1697.49,0,1,1697.49,1697.49,6867.56
3.60642221267056,Japan,2017,6,2302.08,2302.08,0,1,2302.08,2302.08,1697.49
2.04952812227772,Japan,2017,7,3127.904,912.476,1846.19,2,4040.38,2020.19,2302.08
3.34761099588762,Japan,2017,9,112.08,112.08,0,1,112.08,112.08,4040.38
3.98242230504935,Japan,2017,10,1643.368,583.072,883.58,2,2226.44,1113.22,112.08
4.42156756963573,Netherlands,2017,1,9683.736,290.608,4906.41932937004,5,30443.04,8909.5,12308.32
4.40466526660747,Netherlands,2017,2,8442.856,1346.338,4810.93556753528,5,26397.79,3733.86,30443.04
3.54777470538782,Netherlands,2017,3,2338.86,196.794,5769.10311340601,8,25390.15,1036.03,26397.79
4.51897746629182,Netherlands,2017,4,1377.4,1001.2,271.111703095893,3,3530.00,1303,25390.15
4.48649636192675,Netherlands,2017,5,1703.68,300.22,5153.07146639092,11,33035.24,624.8,3530.00
1.44963265047007,Netherlands,2017,6,4135,430,3419.59242062632,11,30654.65,1273.6,33035.24
4.66752719689038,Netherlands,2017,7,28.16,28.16,0,1,28.16,28.16,30654.65
4.4850582665218,Netherlands,2017,8,11446.054,378.432,7652.21419317137,8,46507.95,979.68,28.16
4.66420210020677,Netherlands,2017,9,8833.424,371.61,4434.60224886848,7,30553.31,1980.22,46507.95
4.47544890049098,Netherlands,2017,10,4990.752,82.484,5713.74848191646,15,46153.23,918.6,30553.31
2.50038743592118,Norway,2017,2,292.672,274.888,14.8200000000006,2,567.56,283.78,3751.52
3.69902211654718,Norway,2017,3,111.73,54.414,46.0423448441758,4,316.51,98.85,567.56
2.90195390800779,Norway,2017,6,2192.3,259.08,1087.60842792799,4,5000.60,1127.85,316.51
3.22159939301155,Norway,2017,7,797.91,797.91,0,1,797.91,797.91,5000.60
3.94398393426658,Norway,2017,8,982.006,683.704,248.585,2,1665.71,832.855,797.91
3.54743377962045,Norway,2017,9,2526.61,314.31,1663.77371313596,6,8789.90,484.175,1665.71
3.79821129564036,Norway,2017,10,993.142,26.384,535.786832691617,7,3527.23,228.88,8789.90
2.80433710382603,Poland,2017,1,1047.36,1047.36,0,1,1047.36,1047.36,260.96
2.39963911496427,Poland,2017,2,338.97,298.32,33.875,2,637.29,318.645,1047.36
2.8003045775562,Poland,2017,3,250.98,250.98,0,1,250.98,250.98,637.29
3.15931147370378,Poland,2017,4,631.4,631.4,0,1,631.40,631.4,250.98
2.48915661386919,Poland,2017,5,661.602,317.736,241.778555845357,3,1443.15,567.24,631.40
2.80303354032062,Poland,2017,6,233.808,74.622,132.655,2,308.43,154.215,1443.15
2.59992671756711,Poland,2017,7,364.064,271.316,77.2900000000001,2,635.38,317.69,308.43
2.70977012938006,Poland,2017,8,247.728,150.312,81.18,2,398.04,199.02,635.38
3.09899309714603,Poland,2017,9,265.418,247.172,15.2049999999999,2,512.59,256.295,398.04
3.03811922260876,Portugal,2017,1,1334.22,533.052,769.763757444451,4,4012.18,656,2234.07
3.40158145912697,Portugal,2017,2,743.822,347.918,329.92,2,1091.74,545.87,4012.18
3.20288319833564,Portugal,2017,3,616.67,195.44,511.806785887018,5,2521.05,373.66,1091.74
2.76935516762914,Portugal,2017,4,988.036,607.414,317.185,2,1595.45,797.725,2521.05
2.93409426835548,Portugal,2017,5,117.594,0.42,234.348,5,587.97,0.42,1595.45
3.33534354482447,Portugal,2017,6,377.27,185.33,135.486167805672,3,859.20,235.4,587.97
3.07177157941676,Portugal,2017,7,866.668,593.044,195.378457415915,3,2164.43,805.27,859.20
3.14988083036474,Portugal,2017,8,1179.7,1179.7,0,1,1179.70,1179.7,2164.43
3.69379551632351,Portugal,2017,9,599.664,314.958,215.666915146688,3,1412.15,336.66,1179.70
3.38872270047518,Portugal,2017,10,944.234,90.018,517.451595290937,9,4940.78,541.31,1412.15
3.54796167012705,Spain,2017,1,1496.15,343.906,1207.62680958293,8,10282.77,1100.405,1842.39
3.71230785479841,Spain,2017,2,629.19,293.38,515.94849909872,6,3531.52,466.265,10282.77
3.11124906780133,Spain,2017,3,1014.224,374.074,335.364697223411,8,5155.94,558.065,3531.52
3.50483771692865,Spain,2017,4,875.462,416.498,382.47,2,1291.96,645.98,5155.94
3.4740952860131,Spain,2017,5,1328.774,306.876,560.805411818574,4,3197.70,891.425,1291.96
3.90765800009244,Spain,2017,6,603.962,144.08,314.154697320345,8,2979.17,237.83,3197.70
3.49823333901797,Spain,2017,7,1088.354,136.776,1351.2252848333,9,8084.59,299.02,2979.17
3.68292087629024,Spain,2017,8,534.886,59.142,366.656003174638,10,3149.44,151.955,8084.59
3.94186607756469,Spain,2017,9,922.87,296.668,293.687576431146,8,4818.60,562.99,3149.44
3.94183380394128,Spain,2017,10,1661.05,334.236,1187.74179601197,8,8747.14,404.075,4818.60
2.68797462003456,Sweden,2017,1,2208.784,1010.296,998.74,2,3219.08,1609.54,3922.08
3.67813399038323,Sweden,2017,2,487.5,487.5,0,1,487.50,487.5,3219.08
2.83762631110287,Sweden,2017,3,2750.848,143.8,2035.79745098136,3,4765.78,175.9,487.50
3.41233956654713,Sweden,2017,4,371.048,317.012,45.0300000000001,2,688.06,344.03,4765.78
2.90380056258095,Sweden,2017,5,1523.508,49.02,1135.34399255125,3,2584.28,109.8,688.06
3.82112097941413,Sweden,2017,6,352.176,197.49,118.596177659972,3,801.31,344.4,2584.28
3.1298895959644,Sweden,2017,7,3255.624,1268.394,1405.03017833149,3,6624.01,2748.06,801.31
3.6603797069224,Sweden,2017,8,400.208,124.688,230.536149148024,5,1348.62,147.1,6624.01
3.7756570420648,Sweden,2017,9,2604.16,203.728,1843.87373913364,3,4574.88,314.8,1348.62
3.41297937471063,Sweden,2017,10,3465.088,217.792,2442.11613424824,3,5965.64,517.48,4574.88
3.40293509106521,Switzerland,2017,1,2286.014,580.376,1321.90748376058,3,4568.11,627.62,1130.92
3.24455171595322,Switzerland,2017,2,703.264,139.48,452.823715394854,5,2528.92,416.4,4568.11
2.94707574711218,Switzerland,2017,3,698.55,448.872,188.831433294354,3,1756.11,468.78,2528.92
3.5396568615919,Switzerland,2017,4,885.27,885.27,0,1,885.27,885.27,1756.11
3.90622780201266,Switzerland,2017,5,1724.706,517.824,854.881551418415,3,3464.63,818.76,885.27
3.54226882506661,Switzerland,2017,6,4374.556,582.712,2967.59514842499,3,8058.01,612.31,3464.63
3.69032191856387,Switzerland,2017,7,887.142,529.956,278.577768072041,5,3485.53,579.28,8058.01
3.87803207650904,Switzerland,2017,8,2665.858,409.498,1679.00409601115,3,4901.42,672.52,3485.53
3.83781625682607,Switzerland,2017,9,2326.664,72.99,2051.2258217232,5,7551.48,450.38,4901.42
3.90860403142827,Switzerland,2017,10,1475,651.57,724.176473345566,6,6883.61,1063.98,7551.48
5.57985394662468,United Kingdom,2017,1,557.132,148.214,2729.4628314894,874,486364.78,299.92,548669.75
5.69308776699414,United Kingdom,2017,2,528.452,130.138,649.858940898467,897,380061.56,287.76,486364.78
5.624943462977,United Kingdom,2017,3,519.364,128.652,709.441168883633,1177,493273.48,270.26,380061.56
5.75864205421101,United Kingdom,2017,4,492.704,127.876,763.989883689197,1058,421641.61,287.88,493273.48
5.72358146785884,United Kingdom,2017,5,515.906,123.038,665.757325209025,1403,573643.47,294.24,421641.61
5.71609030239834,United Kingdom,2017,6,477.248,118.716,1169.94295696744,1249,529153.25,269.24,573643.47
5.71727542320846,United Kingdom,2017,7,507.782,117.762,843.526528300032,1200,520104.13,295.15,529153.25
5.93275210084687,United Kingdom,2017,8,557.64,129.66,970.177483677068,1133,521525.35,302.28,520104.13
5.94131903831562,United Kingdom,2017,9,612.648,151.902,1321.58936306669,1569,856548.78,322.76,521525.35
6.00845013116561,United Kingdom,2017,10,587.902,135.64,1063.93209233253,1724,873612.90,309.945,856548.78
3.19967565898943,United States,2017,1,508.264,270.64,169.711191014487,3,1190.24,323.8,1961.39
3.52247553288163,United States,2017,2,231.398,173.018,123.453225018008,7,1583.71,190.9,1190.24
3.37113438739483,United States,2017,3,459.792,260.622,178.996971420686,9,3330.24,361.5,1583.71
3.38178992467282,United States,2017,4,459.928,247.36,119.749830880542,7,2350.36,351.77,3330.24
3.63224262275116,United States,2017,5,416.292,152.982,223.614669059858,8,2408.74,241.45,2350.36
3.39904518361622,United States,2017,6,600.29,133.08,234.276392908846,11,4287.88,434.37,2408.74
3.56080777771459,United States,2017,7,742.214,238.248,390.965503214798,5,2506.37,352.06,4287.88
3.62991292580783,United States,2017,8,582.166,216.444,207.863854505483,9,3637.54,354.84,2506.37
3.72612056584019,United States,2017,9,801.088,423.256,300.580416466651,7,4264.94,584.19,3637.54
3.80576991503958,United States,2017,10,573.63,340.396,338.286674203995,10,5322.56,400.17,4264.94
